406833.076315,285612.412977
405814.622494,288179.05731
408297.680886,285689.17516
408454.624865,286914.957218
407416.98293,285328.228006
408538.342663,285006.584468
406910.295682,286371.101814
408503.926018,286821.024724
408477.76828,285848.212033
405289.943674,287553.329921
408403.218157,288113.309845
405559.854471,285991.628039
405354.38348,286033.707265
406171.629976,288430.51705
406905.817074,285449.908938
405500.181502,287465.429644
407346.329295,287663.768151
407029.19885,287163.950725
407216.219612,287166.926479
406889.834487,286746.883481
406689.456882,286824.520377
406982.878015,287397.642255
407451.839079,287366.797001
405837.381774,286572.521513
405800.238391,288260.921404
405197.962747,286502.239561
406288.270294,286744.02069
405816.920249,286035.135006
406397.312047,286978.054531
405597.524499,287477.515723
405508.241247,287392.184151
406838.790521,287576.927307
407079.240151,285376.252595
408004.697967,285316.456607
408226.829196,285936.456816
405451.66156,285932.042661
407398.397036,286860.210469
407311.230645,286989.832858
407270.943561,287165.993758
407644.257462,287079.966495
407304.801534,287119.479921
406805.29258,286291.690979
407820.386436,287403.035434
406934.372223,285206.698677
407374.232039,286814.495674
406899.461666,285897.156179
408214.342673,287317.573449
406075.995171,286568.205999
407063.705327,285472.955444
408278.825263,287232.874063
408399.860136,287093.001333
406416.542793,285665.804201
407206.847951,288121.712103
407458.261894,287649.762995
405617.802273,287398.401553
406569.857045,288417.426465
406779.204895,288362.188598
406342.664235,288462.227757
406971.308149,285422.674969
406995.656542,285340.327998
406577.350112,287754.625646
405408.313797,287293.842974
408578.712889,286063.103404
407170.89778,287246.750667
405730.11022,287881.915396
407850.259749,285138.528686
406384.152587,286784.798932
408451.418399,285203.957093
407910.757006,284997.538796
406519.445098,287013.212785
406768.149888,287051.725446
406608.371945,286808.194222
405318.442744,287170.586571
405295.927063,286411.073176
407765.123939,284942.086828
406742.493857,285237.153557
407647.743787,286423.70285
408522.772554,286103.825177
408675.01194,286151.880808
406181.699339,287139.946404
407343.972589,287221.663127
407412.967966,287086.591467
408373.933715,285676.132593
406920.444794,286507.240584
407266.764691,286876.374044
407860.91751,286319.256215
406144.879035,286652.072901
406295.07978,286907.924014
406617.78076,284986.456668
407660.640563,285092.638118
405907.65348,286355.788963
